trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.995}",20,0,-150.07807169254684,"{0: 9, 1: 5, 2: 3, 3: 1, 4: 2}",0
2,False,"{'a': 0.5, 'e': 0.990025}",30,0,-133.19922294786946,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
3,False,"{'a': 0.5, 'e': 0.985074875}",20,0,-94.94757548277988,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
4,False,"{'a': 0.5, 'e': 0.980149500625}",35,6,-88.13207515685606,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 1}",1
5,False,"{'a': 0.5, 'e': 0.975248753121875}",30,0,-195.4365326662041,"{0: 18, 1: 3, 2: 4, 3: 2, 4: 3}",0
6,False,"{'a': 0.5, 'e': 0.9703725093562656}",25,0,-84.96433679451309,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
7,False,"{'a': 0.5, 'e': 0.9655206468094842}",20,0,-79.78425607983675,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
8,False,"{'a': 0.5, 'e': 0.9606930435754368}",25,0,-116.46348516149389,"{0: 13, 1: 6, 2: 4, 3: 1, 4: 1}",0
9,False,"{'a': 0.5, 'e': 0.9558895783575596}",25,0,-126.39894682111729,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
10,False,"{'a': 0.5, 'e': 0.9511101304657719}",20,0,-134.92619745240657,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
11,False,"{'a': 0.5, 'e': 0.946354579813443}",25,0,-84.21519494054584,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.9416228069143757}",20,0,-123.92982842725233,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
13,False,"{'a': 0.5, 'e': 0.9369146928798039}",20,0,-34.14598211438792,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
14,False,"{'a': 0.5, 'e': 0.9322301194154049}",30,10,-156.70267271868963,"{0: 8, 1: 4, 2: 5, 3: 1, 4: 2}",1
15,False,"{'a': 0.5, 'e': 0.9275689688183278}",20,0,-51.82062396616656,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
16,False,"{'a': 0.5, 'e': 0.9229311239742362}",20,0,-104.75794255895293,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
17,False,"{'a': 0.5, 'e': 0.918316468354365}",25,0,-53.67840281863671,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
18,False,"{'a': 0.5, 'e': 0.9137248860125932}",25,0,-81.76539986049345,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.9091562615825302}",20,0,-77.6946612345551,"{0: 12, 1: 3, 2: 2, 3: 3, 4: 0}",0
20,False,"{'a': 0.5, 'e': 0.9046104802746175}",30,2,-55.110851849778676,"{0: 21, 1: 0, 2: 6, 3: 1, 4: 0}",1
21,False,"{'a': 0.5, 'e': 0.9000874278732445}",20,0,-137.17316477491582,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
22,False,"{'a': 0.5, 'e': 0.8955869907338783}",20,0,-19.51005757537685,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
23,False,"{'a': 0.5, 'e': 0.8911090557802088}",20,0,-71.27075728697429,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.8866535105013078}",20,0,-87.3363452699407,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
25,False,"{'a': 0.5, 'e': 0.8822202429488012}",35,0,-233.67783753955908,"{0: 19, 1: 5, 2: 5, 3: 3, 4: 3}",0
26,False,"{'a': 0.5, 'e': 0.8778091417340572}",20,0,-209.9946432998954,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 4}",0
27,False,"{'a': 0.5, 'e': 0.873420096025387}",20,0,-19.28936268630636,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
28,False,"{'a': 0.5, 'e': 0.86905299554526}",25,14,-20.814575599568954,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
29,False,"{'a': 0.5, 'e': 0.8647077305675337}",25,0,-137.04024709154015,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
30,False,"{'a': 0.5, 'e': 0.8603841919146961}",25,10,-61.652996218134454,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
31,False,"{'a': 0.5, 'e': 0.8560822709551226}",25,0,-204.44109250602747,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 4}",0
32,False,"{'a': 0.5, 'e': 0.8518018596003469}",25,0,-127.23554698573317,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
33,False,"{'a': 0.5, 'e': 0.8475428503023452}",20,0,-48.285533988089504,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
34,False,"{'a': 0.5, 'e': 0.8433051360508335}",20,0,-121.73699959495653,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
35,False,"{'a': 0.5, 'e': 0.8390886103705792}",25,20,7.695295328563427,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,False,"{'a': 0.5, 'e': 0.8348931673187264}",25,0,-142.45140787462554,"{0: 17, 1: 3, 2: 1, 3: 1, 4: 3}",0
37,False,"{'a': 0.5, 'e': 0.8307187014821328}",20,0,-81.16844864573207,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
38,False,"{'a': 0.5, 'e': 0.826565107974722}",30,0,-144.42127727401703,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
39,False,"{'a': 0.5, 'e': 0.8224322824348484}",30,0,-64.07585490198132,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
40,False,"{'a': 0.5, 'e': 0.8183201210226743}",20,0,-87.11591106033875,"{0: 13, 1: 3, 2: 1, 3: 2, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.8142285204175609}",20,3,-22.251677401732582,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
42,False,"{'a': 0.5, 'e': 0.810157377815473}",25,11,-40.54298954219458,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
43,False,"{'a': 0.5, 'e': 0.8061065909263957}",20,0,-84.13647375686588,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.8020760579717637}",25,0,-127.85749141493355,"{0: 16, 1: 4, 2: 1, 3: 2, 4: 2}",0
45,False,"{'a': 0.5, 'e': 0.7980656776819048}",30,0,-49.82856759155696,"{0: 21, 1: 5, 2: 3, 3: 1, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.7940753492934953}",20,0,-101.48080664704975,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
47,False,"{'a': 0.5, 'e': 0.7901049725470278}",20,0,-97.99143631207312,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
48,False,"{'a': 0.5, 'e': 0.7861544476842928}",20,0,-122.6963542112801,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
49,False,"{'a': 0.5, 'e': 0.7822236754458712}",20,0,-59.67032602462018,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
50,False,"{'a': 0.5, 'e': 0.7783125570686419}",30,4,-63.76793127271821,"{0: 18, 1: 0, 2: 7, 3: 1, 4: 0}",1
51,False,"{'a': 0.5, 'e': 0.7744209942832987}",20,0,2.9047909579563655,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
52,False,"{'a': 0.5, 'e': 0.7705488893118821}",30,9,-167.55424263310343,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 3}",1
53,False,"{'a': 0.5, 'e': 0.7666961448653228}",25,0,-86.94587119464738,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
54,False,"{'a': 0.5, 'e': 0.7628626641409961}",35,0,-154.26475323775108,"{0: 24, 1: 1, 2: 6, 3: 2, 4: 2}",0
55,False,"{'a': 0.5, 'e': 0.7590483508202912}",25,0,-71.8178659121917,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
56,False,"{'a': 0.5, 'e': 0.7552531090661897}",30,3,-64.99827313924293,"{0: 21, 1: 0, 2: 5, 3: 0, 4: 1}",1
57,False,"{'a': 0.5, 'e': 0.7514768435208588}",25,0,-8.196384018147153,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
58,False,"{'a': 0.5, 'e': 0.7477194593032545}",25,0,-49.41860467629523,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
59,False,"{'a': 0.5, 'e': 0.7439808620067382}",25,8,-37.77159219419911,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 1}",1
60,False,"{'a': 0.5, 'e': 0.7402609576967045}",25,0,-38.99819944399835,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
61,False,"{'a': 0.5, 'e': 0.736559652908221}",30,0,-117.19484635637772,"{0: 17, 1: 5, 2: 6, 3: 1, 4: 1}",0
62,False,"{'a': 0.5, 'e': 0.7328768546436799}",25,0,-95.08033608871162,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
63,False,"{'a': 0.5, 'e': 0.7292124703704614}",20,0,-23.121216529580305,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
64,False,"{'a': 0.5, 'e': 0.7255664080186092}",20,0,-54.05632162986433,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
65,False,"{'a': 0.5, 'e': 0.7219385759785161}",30,2,-32.70863174362718,"{0: 23, 1: 0, 2: 4, 3: 1, 4: 0}",1
66,False,"{'a': 0.5, 'e': 0.7183288830986235}",30,0,-63.13788132406021,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
67,False,"{'a': 0.5, 'e': 0.7147372386831304}",20,13,-23.093646614313666,"{0: 4, 1: 2, 2: 0, 3: 1, 4: 0}",1
68,False,"{'a': 0.5, 'e': 0.7111635524897147}",20,15,8.241914815556662,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.5, 'e': 0.7076077347272661}",30,0,-86.87215872852803,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
70,False,"{'a': 0.5, 'e': 0.7040696960536298}",25,0,-184.65514006004682,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 4}",0
71,False,"{'a': 0.5, 'e': 0.7005493475733616}",20,0,-53.039136065547865,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.6970466008354949}",25,0,-41.5842833059814,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
73,False,"{'a': 0.5, 'e': 0.6935613678313174}",25,0,-159.90144057095128,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 4}",0
74,False,"{'a': 0.5, 'e': 0.6900935609921608}",20,0,-37.9255261999672,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
75,False,"{'a': 0.5, 'e': 0.6866430931872}",30,0,-182.3432790052998,"{0: 18, 1: 1, 2: 6, 3: 3, 4: 2}",0
76,False,"{'a': 0.5, 'e': 0.683209877721264}",20,0,-121.44113553616741,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
77,False,"{'a': 0.5, 'e': 0.6797938283326577}",20,0,-87.88405458164769,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
78,False,"{'a': 0.5, 'e': 0.6763948591909944}",20,2,2.4918032279412747,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.6730128848950394}",30,0,-81.88254786049959,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
80,False,"{'a': 0.5, 'e': 0.6696478204705641}",20,0,-45.872559822002,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",1
81,False,"{'a': 0.5, 'e': 0.6662995813682113}",25,0,-84.16678785896033,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
82,False,"{'a': 0.5, 'e': 0.6629680834613703}",35,4,-174.095345223703,"{0: 18, 1: 5, 2: 4, 3: 1, 4: 3}",1
83,False,"{'a': 0.5, 'e': 0.6596532430440635}",25,0,-74.7077694618253,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
84,False,"{'a': 0.5, 'e': 0.6563549768288431}",20,0,-32.74901298560633,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
85,False,"{'a': 0.5, 'e': 0.6530732019446989}",30,0,-138.60751406975626,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
86,False,"{'a': 0.5, 'e': 0.6498078359349754}",20,0,-63.158828200018995,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
87,False,"{'a': 0.5, 'e': 0.6465587967553006}",25,12,-10.722335771801678,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
88,False,"{'a': 0.5, 'e': 0.6433260027715241}",25,6,-71.55030919223184,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 1}",1
89,False,"{'a': 0.5, 'e': 0.6401093727576664}",20,0,-33.023793656434734,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
90,False,"{'a': 0.5, 'e': 0.6369088258938781}",20,0,-43.80152065895882,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
91,False,"{'a': 0.5, 'e': 0.6337242817644086}",20,11,-17.34878019534417,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
92,False,"{'a': 0.5, 'e': 0.6305556603555866}",20,0,-53.143517735849464,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
93,False,"{'a': 0.5, 'e': 0.6274028820538087}",25,8,-66.68215072279985,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 1}",1
94,False,"{'a': 0.5, 'e': 0.6242658676435396}",25,11,-45.237931592017695,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
95,False,"{'a': 0.5, 'e': 0.6211445383053219}",30,11,-39.811528629359636,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 1}",1
96,False,"{'a': 0.5, 'e': 0.6180388156137954}",25,1,-96.40853246658166,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 2}",1
97,False,"{'a': 0.5, 'e': 0.6149486215357264}",30,12,-133.55561154867695,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 3}",1
98,False,"{'a': 0.5, 'e': 0.6118738784280477}",25,0,-52.034241480827355,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
99,False,"{'a': 0.5, 'e': 0.6088145090359075}",20,0,2.983867880607292,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
100,False,"{'a': 0.5, 'e': 0.6057704364907279}",20,12,-29.657002217232424,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
101,False,"{'a': 0.5, 'e': 0.6027415843082743}",30,8,-46.66722525310302,"{0: 17, 1: 0, 2: 3, 3: 2, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.599727876386733}",25,0,-10.281574049551022,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
103,False,"{'a': 0.5, 'e': 0.5967292370047993}",20,0,-24.601553117660565,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
104,False,"{'a': 0.5, 'e': 0.5937455908197753}",20,14,-6.779264624787019,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.5907768628656764}",25,0,-52.594352839324415,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
106,False,"{'a': 0.5, 'e': 0.587822978551348}",25,0,-56.96573417302928,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
107,False,"{'a': 0.5, 'e': 0.5848838636585912}",20,0,-19.998781293004736,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.5819594443402983}",20,14,-13.27862105244533,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.5790496471185969}",20,0,-13.465622838381817,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
110,False,"{'a': 0.5, 'e': 0.5761543988830038}",25,0,-50.699880720208576,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
111,False,"{'a': 0.5, 'e': 0.5732736268885888}",25,0,-121.39622554825212,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
112,False,"{'a': 0.5, 'e': 0.5704072587541459}",20,0,-33.363736525738005,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
113,False,"{'a': 0.5, 'e': 0.5675552224603752}",25,0,-46.24735247831111,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
114,False,"{'a': 0.5, 'e': 0.5647174463480732}",30,18,-13.137158119584942,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.5618938591163328}",25,18,11.425487491384505,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.5590843898207511}",20,0,-73.21140322051883,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 2}",0
117,False,"{'a': 0.5, 'e': 0.5562889678716475}",25,7,-17.49850570906279,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.5535075230322892}",20,7,-23.777629314279793,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.5507399854171278}",20,0,-78.35111210371967,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
120,False,"{'a': 0.5, 'e': 0.5479862854900421}",20,0,-61.177678723976726,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
121,False,"{'a': 0.5, 'e': 0.5452463540625919}",20,0,-43.77197357102616,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
122,False,"{'a': 0.5, 'e': 0.542520122292279}",20,0,-40.823995104481625,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
123,False,"{'a': 0.5, 'e': 0.5398075216808176}",20,4,-81.54892953216734,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 2}",1
124,False,"{'a': 0.5, 'e': 0.5371084840724134}",20,16,8.210765734624939,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.5344229416520514}",20,0,-46.36558369974192,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
126,False,"{'a': 0.5, 'e': 0.5317508269437912}",20,0,-54.73350650443004,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",0
127,False,"{'a': 0.5, 'e': 0.5290920728090721}",25,13,-31.757183341977857,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
128,False,"{'a': 0.5, 'e': 0.5264466124450268}",20,0,-39.1055278039162,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
129,False,"{'a': 0.5, 'e': 0.5238143793828016}",30,0,-156.71090791107395,"{0: 20, 1: 2, 2: 3, 3: 3, 4: 2}",0
130,False,"{'a': 0.5, 'e': 0.5211953074858876}",25,0,-64.64810776303987,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
131,False,"{'a': 0.5, 'e': 0.5185893309484582}",25,0,-111.22262760834154,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
132,False,"{'a': 0.5, 'e': 0.515996384293716}",25,7,-65.28152695492369,"{0: 9, 1: 4, 2: 4, 3: 1, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.5134164023722474}",20,0,-5.557332127920252,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
134,False,"{'a': 0.5, 'e': 0.5108493203603861}",25,0,-52.21258479939454,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
135,False,"{'a': 0.5, 'e': 0.5082950737585842}",25,6,-56.219575427045854,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 1}",1
136,False,"{'a': 0.5, 'e': 0.5057535983897913}",25,0,-75.39907849780525,"{0: 19, 1: 2, 2: 1, 3: 2, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.5032248303978423}",20,0,-111.682763968741,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
138,False,"{'a': 0.5, 'e': 0.5007087062458531}",25,17,7.484939556588895,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.4982051627146238}",30,20,-22.1625949731963,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
140,False,"{'a': 0.5, 'e': 0.4957141369010507}",35,5,-19.521716820863784,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.4932355662165454}",30,20,-19.4840177931328,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.4907693883854627}",25,18,5.704018373165977,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.4883155414435354}",25,16,17.21978494002391,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.4858739637363177}",25,0,-25.440175479327664,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
145,False,"{'a': 0.5, 'e': 0.4834445939176361}",30,12,-67.08584231618983,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
146,False,"{'a': 0.5, 'e': 0.4810273709480479}",25,12,-105.1622624116815,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 2}",1
147,False,"{'a': 0.5, 'e': 0.4786222340933077}",30,0,-50.524806361870574,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
148,False,"{'a': 0.5, 'e': 0.47622912292284114}",20,0,25.847046004887037,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
149,False,"{'a': 0.5, 'e': 0.4738479773082269}",25,0,-152.1458506595981,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
150,False,"{'a': 0.5, 'e': 0.4714787374216858}",20,0,-57.48527471816791,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",0
151,False,"{'a': 0.5, 'e': 0.46912134373457737}",25,10,12.728853151416175,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.46677573701590447}",20,6,-66.8473174472451,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 2}",1
153,False,"{'a': 0.5, 'e': 0.46444185833082496}",20,7,1.4816633349834374,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.46211964903917085}",20,10,9.833674315176054,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.459809050793975}",20,2,-69.80307627004765,"{0: 13, 1: 2, 2: 0, 3: 2, 4: 1}",1
156,False,"{'a': 0.5, 'e': 0.4575100055400051}",30,0,-55.20743011195058,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",1
157,False,"{'a': 0.5, 'e': 0.45522245551230506}",30,3,-50.59712917486349,"{0: 21, 1: 2, 2: 3, 3: 0, 4: 1}",1
158,False,"{'a': 0.5, 'e': 0.45294634323474353}",30,0,16.603969042862932,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
159,False,"{'a': 0.5, 'e': 0.45068161151856984}",25,7,19.05981238332508,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.44842820346097695}",25,0,-89.51767934831807,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
161,False,"{'a': 0.5, 'e': 0.4461860624436721}",25,0,-36.993098437788795,"{0: 21, 1: 3, 2: 0, 3: 0, 4: 1}",0
162,False,"{'a': 0.5, 'e': 0.4439551321314537}",25,3,-25.883037709283766,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
163,False,"{'a': 0.5, 'e': 0.4417353564707965}",30,0,-93.99506420563691,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
164,False,"{'a': 0.5, 'e': 0.43952667968844245}",25,18,10.224198280789825,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.43732904629000025}",30,0,-78.24427373462069,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
166,False,"{'a': 0.5, 'e': 0.43514240105855023}",25,12,-65.33585049246102,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 1}",1
167,False,"{'a': 0.5, 'e': 0.4329666890532575}",25,13,-40.59355288890134,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
168,False,"{'a': 0.5, 'e': 0.4308018556079912}",20,12,5.678423586013872,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.42864784632995123}",25,11,-29.350772177321264,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.4265046070983015}",25,3,-20.603817345900378,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.42437208406280996}",25,14,-48.302428074277344,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 1}",1
172,False,"{'a': 0.5, 'e': 0.4222502236424959}",20,0,-19.96650684101886,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
173,False,"{'a': 0.5, 'e': 0.42013897252428345}",25,15,6.28001892928109,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.418038277661662}",30,0,-72.41932274948817,"{0: 22, 1: 1, 2: 4, 3: 3, 4: 0}",0
175,False,"{'a': 0.5, 'e': 0.4159480862733537}",25,16,8.67129138354458,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.41386834584198695}",25,11,-19.64380951312346,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
177,False,"{'a': 0.5, 'e': 0.41179900411277703}",20,0,-122.78679691909777,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 3}",0
178,False,"{'a': 0.5, 'e': 0.40974000909221314}",25,17,3.0903253280029697,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.40769130904675205}",30,9,-26.477621642896104,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.4056528525015183}",20,0,0.9220304530260304,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
181,False,"{'a': 0.5, 'e': 0.4036245882390107}",20,0,7.578145376390445,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
182,False,"{'a': 0.5, 'e': 0.40160646529781563}",25,6,-11.34867333738126,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.3995984329713266}",20,7,-8.877593046810397,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.39760044080646995}",20,4,29.296756947833718,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
